Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_mbbsneet.in,URL_mbbsneet.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
NEET ANSWER KEY,1,careers360.com,06-12-2021,https://medicine.careers360.com/hi/articles/neet-answer-key,8,https://collegedunia.com/exams/neet/omr-sheet-and-answer-key,,,5,https://www.shiksha.com/medicine-health-sciences/neet-exam-answer-key,1,https://medicine.careers360.com/hi/articles/neet-answer-key,19,https://www.collegedekho.com/exam/neet-ug/answer-key,,,,,6,https://exams.aglasem.com/neet-2021-answer-key/,7,https://byjus.com/neet/neet-answer-key/,,,4,https://www.embibe.com/exams/neet-answer-key/,,,82,https://exam.buddy4study.com/neet-answer-key,57,Exams,5400,Answer_Key,NEET,Exams
NEET ANSWER KEY,1,careers360.com,06-12-2021,https://medicine.careers360.com/hi/articles/neet-answer-key,28,https://images.static-collegedunia.com/public/college_data/images/entrance/entrance_brochure/1601109582NEET-25.pdf,,,5,https://www.shiksha.com/medicine-health-sciences/neet-exam-answer-key,1,https://medicine.careers360.com/hi/articles/neet-answer-key,19,https://www.collegedekho.com/exam/neet-ug/answer-key,,,,,6,https://exams.aglasem.com/neet-2021-answer-key/,7,https://byjus.com/neet/neet-answer-key/,,,4,https://www.embibe.com/exams/neet-answer-key/,,,82,https://exam.buddy4study.com/neet-answer-key,57,Exams,5400,Answer_Key,NEET,Exams
NEET CUTOFF,1,TOP SITE,06-12-2021,https://medicine.careers360.com/hi/articles/neet-cut-off,2,https://collegedunia.com/exams/neet/cutoff,,,,,1,https://medicine.careers360.com/hi/articles/neet-cut-off,6,https://www.collegedekho.com/exam/neet-ug/cutoff,,,84,https://mbbsneet.in/neet-cut-off/,35,https://admission.aglasem.com/neet-cut-offs/,13,https://byjus.com/neet/in-neet-what-is-the-difference-between-qualifying-marks-and-cut-off/,12,https://www.fresherslive.com/education/neet-cut-off-101246,4,https://www.embibe.com/exams/neet-cutoff/,,,44,https://exam.buddy4study.com/neet-expected-cutoff,58,Exams,6600,Cut_Off,NEET,Exams
NEET CUTOFF,1,careers360.com,06-12-2021,https://medicine.careers360.com/hi/articles/neet-cut-off,2,https://collegedunia.com/exams/neet/cutoff,,,,,1,https://medicine.careers360.com/hi/articles/neet-cut-off,6,https://www.collegedekho.com/exam/neet-ug/cutoff,,,84,https://mbbsneet.in/neet-cut-off/,35,https://admission.aglasem.com/neet-cut-offs/,13,https://byjus.com/neet/in-neet-what-is-the-difference-between-qualifying-marks-and-cut-off/,12,https://www.fresherslive.com/education/neet-cut-off-101246,4,https://www.embibe.com/exams/neet-cutoff/,,,44,https://exam.buddy4study.com/neet-expected-cutoff,58,Exams,6600,Cut_Off,NEET,Exams
IIT JAM,1,TOP SITE,06-12-2021,https://jam.iitr.ac.in/,5,https://collegedunia.com/exams/iit-jam,,,4,https://www.shiksha.com/science/iit-jam-exam,9,https://university.careers360.com/exams/jam,18,https://www.collegedekho.com/exam/iit-jam,,,,,42,https://admission.aglasem.com/jam/,92,https://byjus.com/,,,58,https://www.embibe.com/exams/iit-jam-programmes/,,,,,61,Exams,49500,Overview,IIT JAM,Exams
IIT JAM APPLICATION FORM,1,TOP SITE,06-12-2021,https://jam.iitr.ac.in/,4,https://collegedunia.com/exams/iit-jam/application-process,,,5,https://www.shiksha.com/science/iit-jam-exam-application-form,2,https://university.careers360.com/articles/jam-application-form,10,https://www.collegedekho.com/exam/iit-jam/how-to-apply,,,,,20,https://admission.aglasem.com/jam-application-form/,,,19,https://www.fresherslive.com/education/iit-jam-application-form-101105,27,https://www.embibe.com/exams/iit-jam/,,,,,62,Exams,260,Application,IIT JAM,Exams
IIT JAM EXAM DATES,1,TOP SITE,06-12-2021,https://www.shiksha.com/science/iit-jam-exam,5,https://collegedunia.com/exams/iit-jam,,,1,https://www.shiksha.com/science/iit-jam-exam,4,https://university.careers360.com/exams/jam,9,https://www.collegedekho.com/exam/iit-jam,,,,,30,https://admission.aglasem.com/jam/,,,13,https://www.fresherslive.com/education/iit-jam-exam-dates-101138,26,https://www.embibe.com/exams/iit-jam/,,,,,64,Exams,210,Exam_Dates,IIT JAM,Exams
IIT JAM EXAM DATES,1,shiksha.com,06-12-2021,https://www.shiksha.com/science/iit-jam-exam,5,https://collegedunia.com/exams/iit-jam,,,1,https://www.shiksha.com/science/iit-jam-exam,4,https://university.careers360.com/exams/jam,9,https://www.collegedekho.com/exam/iit-jam,,,,,30,https://admission.aglasem.com/jam/,,,13,https://www.fresherslive.com/education/iit-jam-exam-dates-101138,26,https://www.embibe.com/exams/iit-jam/,,,,,64,Exams,210,Exam_Dates,IIT JAM,Exams
IIT JAM EXAM PATTERN,1,TOP SITE,06-12-2021,https://collegedunia.com/exams/iit-jam/exam-pattern,1,https://collegedunia.com/exams/iit-jam/exam-pattern,,,5,https://www.shiksha.com/science/iit-jam-exam-pattern,2,https://university.careers360.com/articles/jam-exam-pattern,15,https://www.collegedekho.com/exam/iit-jam/exam-pattern,,,,,8,https://hindi.aglasem.com/iit-jam-syllabus-pattern-hindi/,,,16,https://www.fresherslive.com/education/iit-jam-exam-pattern-108419,13,https://www.embibe.com/exams/iit-jam-exam-pattern/,82,https://leverageedu.com/blog/iit-jam/,,,66,Exams,480,Exam_Pattern,IIT JAM,Exams
IIT JAM EXAM PATTERN,1,collegedunia.com,06-12-2021,https://collegedunia.com/exams/iit-jam/exam-pattern,1,https://collegedunia.com/exams/iit-jam/exam-pattern,,,5,https://www.shiksha.com/science/iit-jam-exam-pattern,2,https://university.careers360.com/articles/jam-exam-pattern,15,https://www.collegedekho.com/exam/iit-jam/exam-pattern,,,,,8,https://hindi.aglasem.com/iit-jam-syllabus-pattern-hindi/,,,16,https://www.fresherslive.com/education/iit-jam-exam-pattern-108419,13,https://www.embibe.com/exams/iit-jam-exam-pattern/,82,https://leverageedu.com/blog/iit-jam/,,,66,Exams,480,Exam_Pattern,IIT JAM,Exams
IIT JAM SYLLABUS,1,TOP SITE,06-12-2021,https://jam.iitr.ac.in/,4,https://collegedunia.com/exams/iit-jam/syllabus,,,3,https://www.shiksha.com/science/iit-jam-exam-syllabus,5,https://university.careers360.com/articles/jam-syllabus,21,https://www.collegedekho.com/exam/iit-jam/syllabus,,,,,19,https://admission.aglasem.com/jam/,,,,,31,https://www.embibe.com/exams/iit-jam-syllabus/,90,https://leverageedu.com/blog/iit-jam/,,,67,Exams,6600,Syllabus,IIT JAM,Exams
IIT JAM RESULT,1,TOP SITE,06-12-2021,https://jam.iisc.ac.in/,6,https://collegedunia.com/exams/iit-jam/results,,,7,https://www.shiksha.com/science/iit-jam-exam-results,5,https://university.careers360.com/articles/jam-result,9,https://www.collegedekho.com/exam/iit-jam/cut-off-results,,,,,17,https://hindi.aglasem.com/iit-jam-result/,,,11,https://www.fresherslive.com/education/iit-jam-result-100870,32,https://www.embibe.com/exams/iit-jam-result/,,,,,68,Exams,1000,Result,IIT JAM,Exams
IIT JAM COUNSELLING,1,TOP SITE,06-12-2021,https://jam.iisc.ac.in/,2,https://collegedunia.com/exams/iit-jam/counselling,,,6,https://www.shiksha.com/science/iit-jam-exam-counselling,5,https://university.careers360.com/articles/jam-counselling,10,https://www.collegedekho.com/exam/iit-jam/counselling-process,,,,,23,https://admission.aglasem.com/jam-2021/,80,https://byjus.com/,17,https://www.fresherslive.com/education/iit-jam-counselling-101106,22,https://www.embibe.com/exams/iit-jam-admission-form/,,,,,69,Exams,210,Counselling,IIT JAM,Exams
IIT JAM ANSWER KEY,1,TOP SITE,06-12-2021,https://jam.iisc.ac.in/p/2021-question-papers-and-answer-keys-1,8,https://collegedunia.com/exams/iit-jam/answer-key,,,4,https://www.shiksha.com/science/iit-jam-exam-answer-key,5,https://university.careers360.com/articles/jam-answer-key,10,https://www.collegedekho.com/exam/iit-jam/answer-key,,,,,7,https://admission.aglasem.com/iit-jam-answer-key/,,,13,https://www.fresherslive.com/education/iit-jam-answer-key-100641,,,,,,,70,Exams,170,Answer_Key,IIT JAM,Exams
IIT JAM CUTOFF,1,TOP SITE,06-12-2021,https://scoop.eduncle.com/iit-jam-results,3,https://collegedunia.com/exams/iit-jam/cutoff,,,8,https://www.shiksha.com/science/iit-jam-exam-cutoff,2,https://university.careers360.com/articles/jam-cutoff,11,https://www.collegedekho.com/exam/iit-jam/cutoff,,,,,15,https://admission.aglasem.com/jam-cut-offs/,,,14,https://www.fresherslive.com/education/iit-jam-cutoff-109119,12,https://www.embibe.com/exams/iit-jam-cutoff/,,,,,71,Exams,590,Cut_Off,IIT JAM,Exams
NEET MDS,1,TOP SITE,06-12-2021,https://nbe.edu.in/,6,https://collegedunia.com/exams/neet-mds,,,5,https://www.shiksha.com/medicine-health-sciences/dental/neet-mds-exam,3,https://medicine.careers360.com/exams/neet-mds,17,https://www.collegedekho.com/exam/neet-mds,,,,,43,https://exams.aglasem.com/neet-mds-2021/,,,,,,,,,,,72,Exams,8100,Overview,NEET MDS,Exams
NEET MDS ADMIT CARD,1,TOP SITE,06-12-2021,https://nbe.edu.in/,4,https://collegedunia.com/exams/neet-mds/admit-card,,,5,https://www.shiksha.com/medicine-health-sciences/dental/neet-mds-exam-admit-card,3,https://medicine.careers360.com/articles/neet-mds-exam-dates,16,https://www.collegedekho.com/exam/neet-mds/admit-card,,,,,12,https://exams.aglasem.com/neet-mds-2021/,,,19,https://www.fresherslive.com/education/neet-mds-admit-card,62,https://www.embibe.com/exams/neet-mds/amp/,,,,,74,Exams,480,Admit_Card,NEET MDS,Exams
NEET MDS EXAM PATTERN,1,TOP SITE,06-12-2021,https://medicine.careers360.com/articles/neet-mds-exam-pattern,2,https://collegedunia.com/exams/neet-mds/exam-pattern,,,5,https://www.shiksha.com/medicine-health-sciences/dental/neet-mds-exam-pattern,1,https://medicine.careers360.com/articles/neet-mds-exam-pattern,3,https://www.collegedekho.com/exam/neet-mds/exam-pattern,,,,,26,https://exams.aglasem.com/neet-mds-2021/,36,https://byjus.com/neet/neet-pg-mds/,24,https://www.fresherslive.com/education/neet-mds-exam-pattern-111623,29,https://www.embibe.com/exams/neet-mds/amp/,69,https://leverageedu.com/blog/neet-mds/,,,75,Exams,110,Exam_Pattern,NEET MDS,Exams
NEET MDS EXAM PATTERN,1,careers360.com,06-12-2021,https://medicine.careers360.com/articles/neet-mds-exam-pattern,2,https://collegedunia.com/exams/neet-mds/exam-pattern,,,5,https://www.shiksha.com/medicine-health-sciences/dental/neet-mds-exam-pattern,1,https://medicine.careers360.com/articles/neet-mds-exam-pattern,3,https://www.collegedekho.com/exam/neet-mds/exam-pattern,,,,,26,https://exams.aglasem.com/neet-mds-2021/,36,https://byjus.com/neet/neet-pg-mds/,24,https://www.fresherslive.com/education/neet-mds-exam-pattern-111623,29,https://www.embibe.com/exams/neet-mds/amp/,69,https://leverageedu.com/blog/neet-mds/,,,75,Exams,110,Exam_Pattern,NEET MDS,Exams
NEET MDS SYLLABUS,1,TOP SITE,06-12-2021,https://medicine.careers360.com/articles/neet-mds-exam-pattern,3,https://collegedunia.com/exams/neet-mds/exam-pattern,,,2,https://www.shiksha.com/medicine-health-sciences/dental/neet-mds-exam-syllabus,1,https://medicine.careers360.com/articles/neet-mds-exam-pattern,5,https://www.collegedekho.com/exam/neet-mds/syllabus,,,,,14,https://admission.aglasem.com/neet-mds/,84,https://byjus.com/neet/neet-exam-pattern/,16,https://www.fresherslive.com/education/neet-mds-syllabus,27,https://www.embibe.com/exams/neet-mds/amp/,,,,,76,Exams,390,Syllabus,NEET MDS,Exams
